user_id,first_name,last_name,maiden_name,age,gender,email,phone,username,birth_date,image,blood_group,height,weight,eye_color,hair_color,hair_type,ip_address,address,city,state,state_code,postal_code,country,mac_address,university,user_agent,crypto_coin,crypto_wallet,crypto_network
49,Jacob,Cooper,,32.0,male,jacob.cooper@x.dummyjson.com,+91 322-775-7582,jacobc,1993-12-21,https://dummyjson.com/icon/jacobc/128,A+,157.39,96.32,Brown,Green,Wavy,145.68.5.38,1419 Pine Street,columbus,montana,MT,61227,united states,fd:58:46:54:61:ac,University of California--Los Angeles (UCLA),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
50,Stella,Hughes,,34.0,female,stella.hughes@x.dummyjson.com,+92 378-326-3439,stellah,1991-11-06,https://dummyjson.com/icon/stellah/128,A-,171.2,81.45,Brown,Blue,Straight,201.29.33.153,926 Elm Street,jacksonville,new hampshire,NH,24463,united states,29:78:ea:4:44:a5,University of California--San Diego,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
51,Eli,Bennett,,30.0,male,eli.bennett@x.dummyjson.com,+1 465-379-7226,elib,1995-09-17,https://dummyjson.com/icon/elib/128,B+,170.61,91.22,Gray,Brown,Kinky,144.73.131.148,1423 Main Street,jacksonville,idaho,ID,34271,united states,f6:59:76:66:c0:85,Boston University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
52,Grace,Perry,,27.0,female,grace.perry@x.dummyjson.com,+49 550-430-8269,gracep,1998-12-23,https://dummyjson.com/icon/gracep/128,B-,193.34,81.7,Gray,Red,Straight,39.127.170.122,1957 Cedar Street,seattle,pennsylvania,PA,61720,united states,2a:b3:40:74:92:a8,Boston College,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
53,Lucas,Gordon,,36.0,male,lucas.gordon@x.dummyjson.com,+81 367-320-4960,lucasgx,1989-09-11,https://dummyjson.com/icon/lucasgx/128,B-,179.73,72.92,Brown,Red,Wavy,79.214.245.49,1386 Third Street,los angeles,rhode island,RI,37169,united states,7a:71:1b:67:63:5,Massachusetts Institute of Technology (MIT),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
54,Ava,Harrison,,29.0,female,ava.harrison@x.dummyjson.com,+44 926-778-4653,avah,1996-04-22,https://dummyjson.com/icon/avah/128,O-,155.72,93.47,Hazel,Brown,Curly,225.40.138.177,1094 Adams Street,san antonio,vermont,VT,14336,united states,4e:2b:e4:33:7a:f8,Harvard University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
55,Owen,Fisher,,32.0,male,owen.fisher@x.dummyjson.com,+49 328-635-8057,owenf,1993-06-26,https://dummyjson.com/icon/owenf/128,O-,167.31,72.03,Gray,White,Kinky,196.196.227.202,1486 Second Street,chicago,nevada,NV,54304,united states,65:e0:58:aa:7:b4,University of Wisconsin--Madison,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
56,Samantha,Howard,,31.0,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,1994-06-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,Black,Wavy,60.137.253.102,1506 Jefferson Street,austin,alaska,AK,20118,united states,d0:d0:f:51:4d:7b,University of Rochester,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
57,Nathan,Dixon,,35.0,male,nathan.dixon@x.dummyjson.com,+44 540-488-4436,nathand,1990-11-10,https://dummyjson.com/icon/nathand/128,A+,166.43,59.96,Brown,White,Straight,21.193.172.72,1795 Seventh Street,columbus,utah,UT,20882,united states,d3:ae:d1:ad:ca:48,University of Wisconsin--Madison,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
58,Bella,Grant,,28.0,female,bella.grant@x.dummyjson.com,+92 896-206-1901,bellag,1997-03-15,https://dummyjson.com/icon/bellag/128,O-,192.65,96.46,Amber,Blonde,Straight,123.144.124.157,447 Ninth Street,dallas,mississippi,MS,40138,united states,8c:df:ff:9a:1f:7c,Vanderbilt University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
59,Ethan,Fletcher,,34.0,male,ethan.fletcher@x.dummyjson.com,+1 251-564-2643,ethanf,1991-05-01,https://dummyjson.com/icon/ethanf/128,AB-,183.99,83.98,Violet,Brown,Curly,21.94.6.7,789 Main Street,dallas,arkansas,AR,87924,united states,b2:fd:ca:1b:3b:a5,Cornell University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
60,Lillian,Simmons,,33.0,female,lillian.simmons@x.dummyjson.com,+61 857-625-2029,lillians,1992-03-09,https://dummyjson.com/icon/lillians/128,A+,173.72,87.33,Gray,Black,Kinky,161.193.124.63,1577 Seventh Street,phoenix,minnesota,MN,47571,united states,b6:5c:51:80:86:8c,Boston University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
61,Mason,Pearson,,29.0,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,1996-05-09,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,Green,Straight,167.22.242.229,14 Main Street,phoenix,idaho,ID,82481,united states,28:73:d7:7d:f4:6d,University of Chicago,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
62,Leah,Henderson,,27.0,female,leah.henderson@x.dummyjson.com,+91 453-220-4258,leahh,1998-08-19,https://dummyjson.com/icon/leahh/128,B-,153.01,67.56,Brown,Blue,Wavy,64.196.103.68,554 Seventh Street,austin,wyoming,WY,42884,united states,a2:28:a3:57:d4:9d,Wake Forest University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
63,Logan,Lawson,,34.0,male,logan.lawson@x.dummyjson.com,+1 750-526-9455,loganl,1991-08-05,https://dummyjson.com/icon/loganl/128,B+,195.97,51.89,Amber,Gray,Wavy,152.155.90.41,1110 Fifth Street,chicago,minnesota,MN,10672,united states,20:56:60:fb:66:cd,University of Virginia,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
64,Avery,Barnes,,30.0,female,avery.barnes@x.dummyjson.com,+91 207-801-7417,averyb,1995-02-05,https://dummyjson.com/icon/averyb/128,O-,158.1,77.81,Green,Gray,Kinky,104.8.31.159,466 Sixth Street,philadelphia,connecticut,CT,61359,united states,0:40:32:8d:3f:88,Harvard University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
65,Caleb,Perkins,,31.0,male,caleb.perkins@x.dummyjson.com,+81 351-413-9369,calebp,1994-07-28,https://dummyjson.com/icon/calebp/128,AB-,151.24,62.54,Blue,White,Wavy,243.236.99.67,1078 Sixth Street,los angeles,south carolina,SC,12319,united states,79:e4:91:62:7f:fe,Columbia University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
66,Aria,Ferguson,,28.0,female,aria.ferguson@x.dummyjson.com,+44 434-406-8551,ariaf,1997-06-01,https://dummyjson.com/icon/ariaf/128,B+,161.81,97.12,Blue,Blue,Wavy,180.24.111.167,1553 Sixth Street,san diego,wyoming,WY,59501,united states,e2:71:6d:81:6:db,Cornell University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
67,Gabriel,Hayes,,35.0,male,gabriel.hayes@x.dummyjson.com,+61 386-511-8949,gabrielh,1990-04-08,https://dummyjson.com/icon/gabrielh/128,A+,172.0,83.77,Red,White,Wavy,217.72.9.121,240 Jefferson Street,san jose,minnesota,MN,63269,united states,24:fa:90:ce:f1:f6,University of Notre Dame,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
68,Layla,Sullivan,,26.0,female,layla.sullivan@x.dummyjson.com,+92 657-388-7474,laylas,1999-10-03,https://dummyjson.com/icon/laylas/128,O-,187.49,56.12,Gray,Purple,Straight,137.194.35.102,639 Fourth Street,denver,arizona,AZ,56891,united states,6:12:26:1a:e:df,Washington University in St. Louis,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
69,Christopher,West,,32.0,male,christopher.west@x.dummyjson.com,+49 968-571-2475,christopherw,1993-11-16,https://dummyjson.com/icon/christopherw/128,AB+,173.02,83.19,Red,Blue,Curly,38.64.216.221,1656 Eighth Street,denver,pennsylvania,PA,63011,united states,33:21:99:79:b5:da,University of North Carolina--Chapel Hill,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
70,Zoe,Nicholson,,33.0,female,zoe.nicholson@x.dummyjson.com,+49 638-976-6904,zoen,1992-12-24,https://dummyjson.com/icon/zoen/128,A+,177.34,56.28,Hazel,Red,Wavy,162.232.212.187,1705 Pine Street,jacksonville,kansas,KS,39449,united states,42:fa:3e:8:22:1f,University of Miami,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
71,Nolan,Bryant,,30.0,male,nolan.bryant@x.dummyjson.com,+44 618-916-5243,nolanb,1995-12-07,https://dummyjson.com/icon/nolanb/128,B-,180.65,94.04,Brown,Gray,Curly,104.73.181.230,236 Lincoln Street,jacksonville,nevada,NV,56830,united states,52:b1:47:d6:3:f3,Pepperdine University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
72,Victoria,McDonald,,28.0,female,victoria.mcdonald@x.dummyjson.com,+91 624-944-2089,victoriam,1997-09-16,https://dummyjson.com/icon/victoriam/128,AB+,172.55,97.24,Hazel,Purple,Wavy,173.205.48.240,244 Second Street,austin,missouri,MO,39608,united states,af:30:29:ce:56:31,Carnegie Mellon University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
73,Max,Russell,,35.0,male,max.russell@x.dummyjson.com,+44 663-850-4302,maxr,1990-04-19,https://dummyjson.com/icon/maxr/128,AB-,153.37,76.58,Blue,Blue,Wavy,212.179.168.242,1813 Ninth Street,chicago,oklahoma,OK,46278,united states,27:d2:0:38:f1:2f,Northeastern University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
74,Penelope,Harper,,29.0,female,penelope.harper@x.dummyjson.com,+44 907-679-1302,penelopeh,1996-09-14,https://dummyjson.com/icon/penelopeh/128,A-,161.76,93.74,Brown,Blonde,Straight,124.114.248.236,571 Washington Street,charlotte,pennsylvania,PA,26857,united states,5e:0:af:4:76:1e,University of Notre Dame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
75,Ryan,Graham,,32.0,male,ryan.graham@x.dummyjson.com,+92 260-518-7256,ryang,1993-10-02,https://dummyjson.com/icon/ryang/128,AB-,170.74,74.67,Green,Blue,Wavy,168.118.81.248,1858 Madison Street,san antonio,tennessee,TN,44329,united states,be:d1:6e:a1:53:65,Northeastern University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
76,Madeline,Simpson,,27.0,female,madeline.simpson@x.dummyjson.com,+44 371-964-4017,madelines,1998-12-01,https://dummyjson.com/icon/madelines/128,AB+,181.51,67.7,Brown,Blonde,Straight,29.230.204.12,1466 Oak Street,los angeles,new jersey,NJ,29730,united states,92:df:e0:81:ba:1,University of Rochester,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
77,Jonathan,Pierce,,34.0,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,1991-09-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,Blonde,Wavy,121.29.4.35,1110 Seventh Street,san diego,ohio,OH,34379,united states,b4:cb:7d:c1:3:df,Emory University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
78,Eleanor,Tyler,,31.0,female,eleanor.tyler@x.dummyjson.com,+1 232-621-9938,eleanort,1994-10-26,https://dummyjson.com/icon/eleanort/128,O-,195.85,70.03,Green,Brown,Wavy,54.87.239.213,439 Pine Street,san antonio,new hampshire,NH,64622,united states,df:94:e1:e7:3a:7,Wake Forest University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
79,Isaac,Lawrence,,33.0,male,isaac.lawrence@x.dummyjson.com,+81 693-260-7234,isaacl,1992-01-06,https://dummyjson.com/icon/isaacl/128,A+,177.52,88.08,Hazel,Blue,Kinky,125.69.20.49,1581 Oak Street,austin,north dakota,ND,62609,united states,7f:5b:44:3e:95:5a,University of Southern California,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
80,Hazel,Gardner,,28.0,female,hazel.gardner@x.dummyjson.com,+91 688-478-9459,hazelg,1997-09-18,https://dummyjson.com/icon/hazelg/128,O+,166.79,82.31,Red,Red,Wavy,6.254.212.106,756 Washington Street,new york,kentucky,KY,35181,united states,c4:f4:db:3e:e5:8f,Duke University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
81,Austin,Hudson,,30.0,male,austin.hudson@x.dummyjson.com,+81 405-412-4250,austinh,1995-05-01,https://dummyjson.com/icon/austinh/128,A-,189.77,66.83,Blue,Blue,Straight,147.130.253.116,1468 Eighth Street,los angeles,maryland,MD,64305,united states,e:c0:3:62:e2:d0,University of Michigan--Ann Arbor,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
82,Lillian,Bishop,,27.0,female,lillian.bishop@x.dummyjson.com,+92 538-589-5885,lillianb,1998-08-02,https://dummyjson.com/icon/lillianb/128,O-,192.14,64.86,Hazel,Blue,Curly,24.17.79.226,1959 Lincoln Street,jacksonville,minnesota,MN,79154,united states,6c:98:f0:ac:bb:c2,Johns Hopkins University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
83,Dylan,Wells,,35.0,male,dylan.wells@x.dummyjson.com,+49 659-638-1106,dylanw,1990-11-07,https://dummyjson.com/icon/dylanw/128,O+,156.56,83.29,Amber,Brown,Curly,254.112.7.252,816 Sixth Street,philadelphia,west virginia,WV,54522,united states,b7:c7:29:ff:e0:49,William & Mary,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
84,Aaliyah,Hanson,,29.0,female,aaliyah.hanson@x.dummyjson.com,+1 275-501-1119,aaliyahh,1996-03-20,https://dummyjson.com/icon/aaliyahh/128,B+,164.5,92.03,Blue,Gray,Wavy,51.180.201.49,790 Eighth Street,philadelphia,north dakota,ND,51438,united states,89:50:ac:7e:d0:b6,Cornell University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
85,Cameron,Burke,,32.0,male,cameron.burke@x.dummyjson.com,+1 976-686-7996,cameronb,1993-02-28,https://dummyjson.com/icon/cameronb/128,A+,167.99,65.63,Hazel,Black,Curly,223.11.49.77,1192 Adams Street,denver,south dakota,SD,32940,united states,35:b4:67:82:6e:1,Boston College,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
86,Nora,Mills,,27.0,female,nora.mills@x.dummyjson.com,+44 767-262-6860,noram,1998-09-18,https://dummyjson.com/icon/noram/128,O+,180.77,56.11,Hazel,Blonde,Curly,129.48.92.197,940 Oak Street,san jose,kansas,KS,51983,united states,47:c8:97:c1:19:ab,William & Mary,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
87,Hunter,Gordon,,34.0,male,hunter.gordon@x.dummyjson.com,+1 986-988-5297,hunterg,1991-02-08,https://dummyjson.com/icon/hunterg/128,A+,186.43,83.88,Blue,Red,Curly,59.138.90.32,614 Third Street,charlotte,florida,FL,77521,united states,6f:92:45:21:c8:b3,Emory University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
88,Aubrey,Wagner,,31.0,female,aubrey.wagner@x.dummyjson.com,+81 285-568-5834,aubreyw,1994-04-01,https://dummyjson.com/icon/aubreyw/128,B+,168.73,79.86,Red,Blonde,Wavy,203.204.53.60,1147 Adams Street,phoenix,north carolina,NC,72711,united states,5a:18:55:d7:84:b9,Vanderbilt University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
89,Brayden,Fleming,,33.0,male,brayden.fleming@x.dummyjson.com,+1 404-382-1778,braydenf,1992-07-20,https://dummyjson.com/icon/braydenf/128,B-,162.36,92.54,Blue,Purple,Wavy,190.7.180.9,328 Second Street,jacksonville,arkansas,AR,30822,united states,1c:f0:2c:ff:21:53,University of Pennsylvania,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
90,Scarlett,Bowman,,28.0,female,scarlett.bowman@x.dummyjson.com,+44 928-549-7517,scarlettb,1997-02-26,https://dummyjson.com/icon/scarlettb/128,AB-,185.22,92.68,Red,Gray,Straight,62.62.42.196,1108 Madison Street,new york,new jersey,NJ,63825,united states,ff:d1:93:5a:64:df,University of Pennsylvania,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
91,Levi,Hicks,,30.0,male,levi.hicks@x.dummyjson.com,+92 931-753-3850,levih,1995-05-19,https://dummyjson.com/icon/levih/128,A-,199.06,95.68,Red,Blue,Curly,235.155.45.205,1836 Pine Street,phoenix,west virginia,WV,74747,united states,90:74:c5:2e:24:75,Ohio State University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
92,Autumn,Gomez,,27.0,female,autumn.gomez@x.dummyjson.com,+1 340-455-2897,autumng,1998-02-01,https://dummyjson.com/icon/autumng/128,A-,182.61,92.77,Amber,Purple,Wavy,104.233.56.225,1585 Washington Street,dallas,illinois,IL,53203,united states,75:e4:8e:ea:ce:9d,University of Chicago,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
93,Julian,Newton,,35.0,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,1990-07-02,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,Purple,Wavy,53.230.49.216,565 First Street,fort worth,iowa,IA,33623,united states,25:d5:d5:70:83:6f,Duke University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
94,Ruby,Andrews,,29.0,female,ruby.andrews@x.dummyjson.com,+1 343-203-7912,rubya,1996-07-07,https://dummyjson.com/icon/rubya/128,AB+,176.73,98.77,Brown,White,Wavy,37.23.186.32,800 Adams Street,dallas,texas,TX,85259,united states,13:d2:72:d4:3b:94,University of Chicago,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
95,Miles,Stevenson,,32.0,male,miles.stevenson@x.dummyjson.com,+49 708-659-4394,miless,1993-03-01,https://dummyjson.com/icon/miless/128,AB+,151.88,97.67,Gray,White,Straight,205.69.48.134,1778 Tenth Street,charlotte,montana,MT,29192,united states,ea:9f:90:df:f0:43,Wake Forest University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
96,Aurora,Lawson,,27.0,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,1998-06-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,Green,Wavy,161.244.58.227,1140 Adams Street,dallas,minnesota,MN,29004,united states,34:95:bd:59:f4:39,Boston University,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
97,Oscar,Powers,,34.0,male,oscar.powers@x.dummyjson.com,+61 929-572-1408,oscarp,1991-09-07,https://dummyjson.com/icon/oscarp/128,O+,169.03,62.55,Violet,Green,Wavy,216.204.186.222,1948 Jefferson Street,charlotte,vermont,VT,12263,united states,79:d9:1b:19:e2:73,University of Virginia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
